,Sentiment,Message
8489,0, tarakistle went garage nights miss going
8490,0, sleep missin half amp cuddlin w
8491,4, mzdimples like laugh good time follow simple
8492,4, whereisandre oh see u www myspace com richboyhooper thats better
8493,4, xkayakx well done
8494,4, mileydemselena every fan want
8495,4, got another cartilage piercing right one going pool
8496,4, gotha watch bride wars bye
8497,4, lots new books catalogue new robert ludlum kate ellis jodi picoult looks like busy day
8498,4, say ur sorry breakin every inch heart gon na get caught demi lovato ily
8499,0, oh fuck first time went wage since weeks kilo definitely enough years ago kilos
8500,0, going work missing playoffs rip city
8501,0, saintcreaghy nooo gokids website cancelled harry potter competition gon na scream argh
8502,4, burningrubber thanks philippines
8503,0, kiss_ty heard much better update jailbroke mine haha
8504,0, ok going try write think anything frustrating
8505,4, get see mine later lt superman gt
8506,4, sunny sunderland wedding tonight england match tomorrow wedding sunday wedding haunted house
8507,0, blueskyrei lost please help find good home
8508,0, frazj hate
8509,0, becca_greenberg lost please help find good home
8510,4, testing website new web applications still nothing done short story
8511,0, favorite place eat closed
8512,0, watch bof overnight ystd slepppt zzzz amp totally miss trng
8513,4, knew already dream job working forever could even better since located mall open till
8514,0, go deny still feel something x
8515,4, saragarth uhh edyth found huge bag skittles reminded us u
8516,0, want wake morning go get new battery car
8517,4, sat sun waiting jas listening soul survivor complete worship
8518,0, fun weekend dont want go back school boo
8519,4, rararaaa aslong know use
8520,4, day moving furniture bedroom amp laying new carpet super king bed might heavy wait till done
8521,0, time line pages poor patient
8522,4, jeannena yeah beatles rock band going sweet
8523,0, going miss tnmestaka
8524,0, dmvsoul nothin
8525,0, ollie fuck head strawberry fight shirt ruined
8526,0, gon na post mother day special went wrong mom makeup maybe next year sighs
8527,4, happy new zealand day tomo
8528,0, everyone please pray sister shes back hospital shes still sober years drinking getting
8529,0, baking peanut butter cup brownies dinner g parents hoping honorsociety go live wan na chat
8530,4, problem _love_ everything
8531,0, love son sooo much single parent absolutely fun p amp k k
8532,4, angelic_rebel best thing talk fiancÃ£ Ã¢ Ã¢Â½e concerns may ones
8533,0, hehe like britney spears purfume smells pretty matt work pretty writing told sarcastically said back
8534,4, bwaywriter love
8535,0, like assignments understand
8536,4, two hundred amp ninety nine updates
8537,0, fallin someone eyes make feel alive
8538,4, yayy new wizards tomorrow
8539,4, raftery rogcar lt lt trace adkins buy cd slobber personal copy
8540,4, cate done thanks
8541,4, mccainblogette oh geez way think said past days pretty unusual keeping cool
8542,4, history taylor amp amp jamming backstreet boys hollaaa
8543,0, miss bitch
8544,0, exhibit finally end time pack go gt lt quot back work
8545,0, ok guys many speak neat mature english guys always go judge people find somebody abroad
8546,0, sebsonfire fuck web
8547,0, didnt get season tickets sad
8548,0, itsdarryldsmith thank u book personal im hurt
8549,0, llalaurie chines bor sis team death mom sonteam lea nut got stumped jn final road block
8550,4, mariahcarey wicked
8551,0, ugh miserable sick
8552,4, got home asap saw lot artist cool
8553,4, smoreaurodgers editor writing book
8554,0, disappointed
8555,4, mileyrayccyrus congratulations mileeey im rlly happy
8556,0, the_block_ make show money sad
8557,0, ramsackhames yes job work would partying guys
8558,0, sorry updating twitterrr busy stuff amp summerbreak finally
8559,4, map today red oak white rock euless terrell sake friends
8560,4, day never thought get got ha ha
8561,4, ashleytisdale deserved ashley andy andrea remember talked like couple months agoo
8562,4, got home cam
8563,0, lynice go home saaaaaad miss drink pbr
8564,0, taylorswift tay cant sleep dont know
8565,0, wondering im gettin ppls updates
8566,0, fitnessbox know going jam stay
8567,0, lyncole sorry work day sad amp stressful
8568,0, ihy twitter letting make yuki background
8569,0, ceggs meh work
8570,4, madey really good okay
8571,4, gon na nachos amp watch movie
8572,0, take minute talk stupid
8573,4, cdlove hope works guests arriving catch later
8574,0, hmmm berry fancy new two hour update get multitap keyboard suretype
8575,0, chrisluvssixxam miss ya already
8576,0, man best friend bailed supposed take kids go swim idk
8577,4, katietorres moving worst soon though hope goes smoothly
8578,0, went fishing last weekend caught wahoo since port engine jettisoned half internal gears may fishing
8579,4, knotby miss
8580,0, still partying really cold though
8581,4, bydezin thank great see certainly hits home
8582,4, listening time low
8583,4, likes today
8584,0, oh nooooo happened
8585,4, watched first episode conan seems pretty close old conan
8586,4, tonzylstra yes sinking
8587,0, packing nc missing dreary boston weather missing twins
8588,0, says sad buy pair sneakers less anymore
8589,0, aware strong dramamine took slept almost hours
8590,4, dachande thank
8591,4, felicityfuller ensuring view tv impeded
8592,0, erictheazn well earlier
8593,0, aprylnikole well good luck cause stupid coworkers everywhere
8594,4, failed dm well people know targetting
8595,4, mdoolittle applesauce donut instead
8596,0, nick_carter twittering anymore fault gave number e mail miss
8597,0, mileycyrus love miley would never say feel bad
8598,4, lilandtedsmum thats fantastic must thrilled go lil
8599,0, peterfacinelli latest screencap refresh later went
8600,4, intellectlly stimultng breakfst chatter hotel lobby reading kindle amp ended kindle q amp session learn big today
8601,4, great time savanna lixx carla
8602,4, snowylucas still trying shake silly cold today
8603,4, live long prosper
8604,4, mazboy know eurovision always stay night miss anything
8605,0, mskathy oh ok bb
8606,0, xxxsephyxxx nooooooo hasnt replyed anyway would want reply wish would though love xx
8607,0, games mail today many releases month games coming end may
8608,4, trvsbrkr ohhh myyyy goodddd obssesed new eminem cd gunna sooo sick
8609,0, jimbulian symptoms
8610,0, gno blackberry definitely challenging see everyone
8611,0, hard time business days left kicking full force
8612,4, quot enter hall fame stories quot gilgamesh translation kanneganti flying
8613,4, mum thought brother laughing cat throw smooth
8614,0, rip david eddings
8615,0, petewentz yeah sucks right
8616,0, yes work finally done next whole week yay today sucked soooo busy cafe made head hurt
8617,0, get back city raining
8618,4, cresh chance green day come around cheer girlfriend
8619,0, crap also german guilty ones
8620,4, waiting friend come knows get
8621,4, altrockwulf missed house train maybe dl dl curb enthusiasm next weekends booked
8622,4, jbvogler hhrs
8623,4, brittany coming day night play till die game day
8624,0, miss frds thus sent msg express love xx
8625,0, losnotc kids
8626,0, nails r pink sky blue grass green ish darcys ear red vet time content cheerful hear contractor
8627,4, etinies recognition tour sick yesterday x
8628,4, hmm readingthecityofbones going baseball fiels hottie abby later
8629,4, mileycyrus pretty
8630,0, back bootsale got nearly Ã£ Ã¢ profit didnt seem sell much stuff though really tired
8631,0, work till fml
8632,4, happy
8633,4, annawaits collingsa genuinespamsubjectlineoftheday quot pork pistol fail improve spire punish quot tempted
8634,0, tubabacon hang tomorrow miss guys
8635,4, waiting nearly years nd season everwood finally stores today sure get copy
8636,4, beatles rock band restored happiness
8637,4, watch jason rachel mripa www mripa net ufo hunters history channel pm est wednesday may th yay
8638,0, prepared much work yet
8639,4, ms ok sir figuring works think need take twitter class
8640,0, courterz oooo coool lt really want best worlds tour would siickkk
8641,4, going beach
8642,4, great def want go back sometime life got serious cold think strep
8643,0, much work stuck
8644,4, jonthanjay awesome one cool games
8645,0, workin damn saturday
8646,0, wants stay home instead going family get together
8647,0, bumblebeeanca need see asap miss
8648,4, asb banquet fun emotional like stephhhsicat best personality said yay cutest smile
8649,0, aundreafimbres beach weather goin sunday bc see daddy
8650,0, bed neck ache tweeting today always seems happen weather nice amp hubby
8651,0, believe many work emails getting despite leave getting paid people fb
8652,0, carrying popular theme bad night least air seems clearer always better
8653,4, demarcoa way go turd burger thought play today working tomorrow see
8654,0, im looking guy named francis quot gt
8655,4, day two tns underway armed lots espresso oatmeal
8656,4, charge crime jonas brothers different cool ok turn right ahhh beautiful
8657,4, woke best spa experience carla oh loooooooooove nail polish btw carla beside watching tv
8658,4, way ottawa
8659,0, agent_m love spiderman series watched spanish hombre arana baby make tilde blackberry
8660,0, pink_skittles sad
8661,0, ohjulienne man sucks thinking r right nah hope good
8662,0, oh days go want ny
8663,4, packing baby wan na keep plane waiting
8664,0, meg_drury people went usually laugh kinda boring people left pm banter l x
8665,4, im sitting laughing hard fmylife com haha
8666,4, charmsforyou morning charms
8667,0, steph_dominique hiiii steph yes see actually way though much rather bed
8668,4, spiers yes love twin x
8669,0, omg getting laptop tomorrow yay test next day
8670,4, nikosbiris highly recommends join www asia earn money free shareholder dividends even nothing
8671,4, feel suprisingly well last night bit tired
8672,4, followers thats cool
8673,4, watchinq bed time storys takinq nap
8674,0, pisseed right know really need someone cheer whole school sucks seems like end
8675,4, theraerae writingmuses thought seriously wip semi horror steampunk western needs better plot
8676,0, sarah_marina sorry damn donnie loving got exhausted check dr asap
8677,0, landphone dead cant internet grr
8678,0, hate getting dawn day
8679,4, finished last order mail tomorrow going tackle photo editing hopefully get new bags listed
8680,4, irohan u iamsb shudve thr free booze hot chicks
8681,4, msnikkiporcher time biggie
8682,4, watching coco conan
8683,4, ah sunday morning nice day get realize money already love internets
8684,4, gemmaatkinson hopefully rest long hot summer
8685,0, miss food italy whenever come back italy amp eat food feel awful first days need go back
8686,0, damn miss mr tootie badly tsk
8687,4, idolscott pack clothes lt
8688,4, far much food alcohol house think sign good party
8689,0, loka_cy huhuh traded huhu
8690,4, sandy_b_ th another busy week everything finished
8691,0, spent hours get princexml princely working rails app find watermark
8692,0, karlawraight work education college went bristol yesterday see brother drove derby last night fun
8693,0, fukin hell stupid weather caused rd cancelation ping pong party week ment
8694,4, drawing picture bubba
8695,0, sososo bummed like really bummed hate rain ruin date
8696,4, website day tired making decisions quot decisions made easy quot especial pra rereali
8697,4, watching michael mcintyres comedy roadshow cheering bit
8698,4, crunchyk spy little eye danny watching steps
8699,4, minauderie think stuff tweeting optional
8700,0, ddlovato hahaha moved neighborhood crazy today feel bad ya
8701,0, blaquesaber blows
8702,4, suzyinseoul wait see
8703,4, marco_cali awesome fingers crossed splendour second announcement lol
8704,0, ariannagrace sent direct got ta get im goin swimmin pool gparents love talk u tonight
8705,4, cockneycomic lol good morning good afternoon friend
8706,0, tempted crash neighbors party white blends
8707,4, listening fight music
8708,0, playing oblivion b c rs miss u sara u hawty p
8709,0, feeling badmood today
8710,0, everyone must hate followers basically talking im fat lazy bastard
8711,4, feeling much better working wired tonight favorite customers came far tonight
8712,0, gpsed com software really sucks ride recorded
8713,4, franhealy glad hear back home safe sound
8714,4, lisa_pinup sure babe sure definitely gon na good
8715,0, anyone know get ga version os iphone developer center bricked iphone
8716,0, homework epic fail
8717,4, crimesinthemosh things end alright dealing personal shit moment good
8718,4, voog getting nostalgic quot snap crackle pop quot rice crispies
8719,0, xcarliex deserved lol
8720,0, hate packing
8721,4, going church minutes gospel yay
8722,0, banned buying glasses mr b thinks pairs enough cruel
8723,4, watching jtimberlake futuresex loveshow love guy
8724,0, mad walk hopefully ill catch later day
8725,0, children die hunger every seconds
8726,4, done making bracelets lets hope hold friends string quot tricky quot hehee
8727,4, johnlloydtaylor missing argentina argentina missing u much come back soon
8728,0, montypop aw miss com good luck work
8729,0, mad second leftover pizza pizza piece
8730,0, early school worked minutes morning gon na vnc day evening class lets
8731,4, shamim lol classic
8732,0, good morning everyone sunday hope day full happiness aunt called woke
8733,0, fell alone right
8734,0, marikurisato completely justifiable going breakfast mswas pancakes though
8735,4, waffle house
8736,0, everybody bored
8737,4, ordering lush uk cheaper going store different things try yee
8738,0, dead lifeguard training pm good passed woo lost toe ring
8739,4, kitode got artichokes lemons know hood come get
8740,0, dmafiax know
8741,0, darlenecv got appearance coming rain none came
8742,4, mynameislloyd amazing
8743,4, marcydiamond ahh marcy know optomist gon na take ewww huge compliment keep smiling beautiful
8744,4, robkardashian hey robb
8745,4, back work short week starting
8746,0, work tomorrow yay
8747,0, room standby flight got ta hours
8748,0, asks anyone possibly get photo receiving diploma dad camera died right moment
8749,4, woke smell mom cokling pancakes today good day
8750,0, noodle_bar aww curry sauce impossible recreate amazing katsu curry home
8751,4, mileycyruspvt heyy miley congratulations award says climb thatÃ£ Ã¢ soo cool
8752,4, sez okay thanks
8753,0, happens dont get facebook url sure alisonmoore gone
8754,0, lame sitting home saturday night work oh well get paid well reason
8755,4, creepiest twit avatar pic award goes britneyfoden
8756,0, wish whole finding job thing could easier
8757,4, grentone thank much
8758,4, theburgerman save story work friday sounds like characters handle
8759,4, busy browsing
8760,4, cripplewarlord job
8761,4, weird wonderful dreams night xxx
8762,4, lights back onn
8763,0, work day okay paycheck makes worth
8764,4, dougiemcfly love mcfly katie
8765,0, heading back new york
8766,4, xencinas thanks
8767,0, really wan na see im stubborn give time miss
8768,0, whitcantwit jealous talent
8769,4, nhoustonreed yay may birthday th awesome
8770,0, rainy cold day buenos aires still without voice
8771,4, twitting mode mood today yay
8772,4, created twitter acount mate recomended pweety kewl ae
8773,4, chicagogirl gotcha place atlantic side better surfing plus like close crazy foreign restaurants mmm fl
8774,0, first day work rockin flat tire way home rockin
8775,4, bedtime lots pigeon forge tomorrow
8776,4, iÃ£ Ã¢ Ã¢Â½m following ashton kutcher also
8777,0, art homework
8778,0, exams begin days time moment upload new layouts envelopes
8779,4, jewelsmyfav send get office tomorrow
8780,0, argh geek makes cry inside uncle runs windows whenever camera card full buys another
8781,0, threw back drying legs shower sucks
8782,4, florarias seeing th th th meeting th
8783,4, live long prosper fb
8784,0, palm open source website went live today webcore patches incomplete missing new files need add n diff
8785,0, little edge looking forward week cleansing working studio nap jevir sorry venice tomorrow
8786,4, ddlovato haha yeah get
8787,4, finally completed new stage play script really excited one keep posted wrapping next novel quot tweet quot
8788,0, happy massive headache
8789,0, hayesz oh clever well sorry forgot neglect myspace days still love
8790,0, latinanichelle know sad abt
8791,0, lovely headache morning
8792,0, the_real_shaq wait next season win next championship cleveland since left la cleveland rocks
8793,0, late eatin like
8794,0, donniewahlberg followers must trying read blog open page
8795,4, hannahbanana twitter application ipod touch
8796,0, sightbcc would kinda cool im model
8797,0, bred
8798,4, fittzie going upset look way better wedding weekend
8799,4, signed voulenteer aids walk next sunday
8800,0, must summer torture
8801,4, demarius sorry good morning friend said
8802,4, wait eyes playing tricks mins maybe sleepy
8803,0, g one reading deadgay com visitor stats worse terrible wants read load queers
8804,0, tower bloxx wont work phone
8805,0, hoopslasvegas nutn really havent left home past days felt weak thankfully hav enuf energy go day
8806,4, yoville boring offense
8807,4, new taste clothes
8808,4, cdtpiper laptop handed master getting back next weekend fingers crossed let know
8809,4, yay package came
8810,0, ai_nante next time
8811,4, rachaelblevins ohh good good
8812,0, flipped month old mattress relocate visible even sheets concave formed butt
8813,0, vanjaaa aww lolz wish ohmyy yes
8814,0, urbaninformer back north
8815,0, nympsam anything w shots goal look la standings amp look tfc easy win
8816,0, ate much
8817,0, omg economix disaster ugh really depressed right
8818,0, back safe play group hospital play group fun lots water sand hospital need another injection
8819,0, hurts talk
8820,4, village square watching accepted
8821,0, gaaaaaby first time heard quot make whole quot cried
8822,4, juicyjade people cheer amp failin gthat get rabbit
8823,4, doctor time
8824,0, peacenlove sowwyy
8825,4, lovefromnaja fresh change hearing write sins hey theres anything wrong
8826,4, im watching show say cancel cause bad im like wtf u kidding show rocks
8827,4, girls made us specialty pb n j sammiches
8828,0, workin ready go bed hrs left
8829,4, leaving big bend week incredible definitely good way back civilization strong wireless signals
8830,4, oooohh liiiiike weshotthemoon thanks followwww lt
8831,0, dontyouhateitwhen school morning amp amp cant sleep lmaoo
8832,4, looking fwd prargue food festival weekend
8833,4, craziest movie evar book better though
8834,0, got terrible headche
8835,0, want vacation
8836,4, torianddean yum
8837,4, hit homerun today way
8838,4, niseema awesome good
8839,0, hrmm chaser would soon suspended lt k
8840,0, disappointed cold call recruiter called back maybe tomorrow
8841,4, meccastarr lmao truth told u know lol
8842,0, joella sight reliever
8843,0, zoefairhurst got go shopping pack homework gon na well suuuck
8844,4, almost forgot dmb concert fuse tonight got dvr set
8845,0, miss boo
8846,0, lilvicioussodmg yeah kinda realized ditching
8847,0, wondrous_as_u know
8848,4, love punk goes making bad songs good
8849,0, x pleasee need tickets calling since friday nothinngg pleasee want see patd
8850,0, want move back new zealand
8851,0, listened yeah ep sooooooo many times must listen hoover
8852,0, like today get pissed easily hate feeling
8853,0, emmyrossum miso gluten soy sauce put soy sauce wheat find hard way
8854,4, olive garden jeff watching
8855,0, misssmith oh st part tweet made shudder happy sunday better day altogether good
8856,4, yeco got creo ya bajÃ£ Ã¢ Ã¢Â½ handbrake estÃ£ Ã¢ Ã¢Â½ convirtiendo thanks
8857,4, katepickle jst caught ur blog laughing hilariously ur singstar craving lol kareokee
8858,0, jessicalmiller miss u especially since didnt get say good bye im stuck w u much catching
8859,4, marks said search engine truly smart would told use pointer instead hand
8860,4, xbox live gold membership expire renew wednsday hope mom get angry whem sees bill
8861,4, azeleen cute hug
8862,4, chicajones hey honey let know seats game better
8863,4, omg screams bri bri coming visit gay ass screams
8864,4, finally awake another day
8865,4, waledc philly played yet something please
8866,4, roma track nice like kind came across today listening winamp music music gentle
8867,4, yes diversity definatly deserved win
8868,0, realtormarney checking manor dulaney west rd towson across ruck
8869,4, steffy thurber graduates
8870,0, mvohlman owen party today miss
8871,0, work dont wan na
8872,0, operadiva always wanted see firefly person never probably never stupid west coast
8873,4, whoop whoop going
8874,4, quit today cya kfc looking new job hard
8875,4, claireboyles thanks advice one wires crossed muddled mixed need focus
8876,4, mrjack new everything last couple purchases laptops havent new desktop ages
8877,4, gon na get good lunch maybe shushi yummyyyy
8878,0, hot really want study
8879,4, thatzak first one alexwpz said second one like color first one better
8880,0, really bad headache
8881,4, beach tomorrow surfing skimboarding smoking seafood stoked
8882,4, keen tonight
8883,4, sykes_lance hello
8884,4, getting ready two hour driving lesson
8885,0, got wow repaired took hours
8886,4, cizzln
8887,4, downeyisdowney thats meant course rdj comes first matter xd im cheating whatever
8888,0, goodbye sad empty apartment great times
8889,0, kymby know
8890,4, mustlovelaura yayyyyy shall inked planner text right though phone lost numbers save
8891,4, paul_steele lol good ta st party last night fun driving drinking
8892,0, old guy tanning speedo made park little less adorable
8893,4, akmanning end evening
8894,4, evergreenmusic thing exciting
8895,4, watching saved bell
8896,0, another ungodly early morning driving back charlotte catch plane back new york stressed mornings well
8897,0, last friday tonight show hey wilco wednesday
8898,4, still listening telepopmusik sooooo good
8899,4, hi everybody back havenÃ£ Ã¢ Ã¢Â½t due connection problems Ã£ Ã¢ Ã¢Â½phone lines loose connectors turned sideways
8900,4, coco_ninae thanks follow friday really update update purseblog twitter
8901,0, lol changed desktop wallpaper star trek use original pic sad sorry anderson
8902,4, mungotwyford please
8903,0, sooo tired sum reason goin sleep work morow yuck
8904,0, dang boston scored let go skyblue
8905,0, gonnnnnnnnnna watch mtw like th time back studying
8906,4, tommcfly dannymcfly dougiemcfly mcflyharry thankyou playing liv summer pops ahh going awsome thankyou thankyou xx
8907,4, lovely birthday
8908,4, plum tired sleep way south said twitterpaited anyone know means bad
8909,4, paamcakes haha yeah soo heard mikey
8910,4, rbates tell even simple stuff tutoring someone ruby oh install xcode oh upgrade rubygems run sinatra
8911,0, thomasmellor rite noon impressed lol got
8912,0, rkasten begining work week sad lol
8913,0, xxferretgirlxx one right week already feels like
8914,0, really tired watching sound
8915,0, hmmm sun shining sky blue nothing else spoil view except pc screen working indoors
8916,0, little lonely
8917,4, soo tired still awake enough test new computer recovery software client mine lost years worth company data
8918,0, find tv shows missed online like usually sad story
8919,0, learning guitar fingers hurt
8920,0, sluggish saturday office
8921,4, octomom slams kate visa versa gets called pro wrestling reality tv totally agree
8922,4, marvalass may obama pic snapped foolin melanie cute button saw ya
8923,4, nothing
8924,0, thinks still drunk time get ready work
8925,0, go montpelier early tomorrow
8926,0, laying bed listening opticon miss joe veneck
8927,0, floppynono apparently twitter figured failed
8928,4, anyone else watching mtv movie awards tomorrow see premiere new moon trailer know yvette
8929,4, jtimberlake yeahh love justin going see u net cause argentina
8930,4, nineblackalps amazing track guys wait hear rest album see urbis
8931,4, arg sim card fucked mother focker interesting posts comming soon
8932,4, eilidhlive maths sciency obviously
8933,0, dreading giving presentation tomorrow
8934,4, taylortastic teehee okayy
8935,4, davidarchie going back philippines
8936,4, flyyoufools simply loved agony uncle take maggie spam classic add
8937,4, davincidiva awesome lisa see monday unsdtweetup one jumping event
8938,0, davidarchie sure check tomorrow would tonight better go bed thunderstorms kept night
8939,4, putting c bedroom window morning reached f priceless
8940,4, kensie macybear
8941,4, grande skim chai tea latte frustration express lane yup sounds like tuesday
8942,4, rachelathertonx yeah ill
8943,0, powers kailas house
8944,4, boyfriend
8945,4, ling twice amount glass required
8946,0, chuckmemonday trending topic
8947,0, gossipboypinoi think tnx annoying though globe office anymore closed last march
8948,0, hate love sometimes
8949,0, got ta get ready go work
8950,0, grimmorrei blah want
8951,4, brittanyschoice swear proudly represent jora stands
8952,4, miminet went look women lol send beef philly onions american cheese
8953,0, foggy weather
8954,0, lianglin yeah exam friday u summer
8955,0, reconchesty aw man say
8956,4, fionamchapelle mouth watering watch little quot live quot tv watched ep quot ashes ashes quot last night love gene hunt
8957,0, anyone know open files terminal coda espresso would really useful work
8958,4, love seeing andrew precious
8959,0, bike ride morning got something bronchial son got cold like industrial crop sprayer
8960,0, really tired rain
8961,4, athleticseast goooo rhody uri
8962,4, gamrnation yeah eating gilbert grape thats movie really good movie
8963,0, nickisanenigma lost please help find good home
8964,4, photo lookbookdotnu oh gosh pretty people make jealous damn themmm
8965,4, ioan_said fav pic doggie far
8966,0, wish someone smell
8967,0, coffee still sleepy also took three hour nap afternoon wish could tweet must leave raining
8968,0, lisa_nova totally want one cant afford hate always stuff like coming dont money g
8969,4, metalgasm good job site way metal
8970,0, sooo wish woulda bought camera roots concert woulda dopeee shots damnit man
8971,0, sitting seb waiting hours bad customer service
8972,0, thediamondcoach oh sounds like computer internet
8973,0, get dark circles baggy eyes
8974,4, kirstiealley hello cant wait read thoughts
8975,4, listenin quot download quot love song
8976,4, damons rodeo saw one cow palace went w friend playing band
8977,0, gon na go sleep u u nobody answer nobody loves someone tell hello valeria estrada iÃ£ Ã¢ happy thanks
8978,0, finished playing medal honor ageekinthepink the_baconbitz good times wish mario kart play though
8979,4, mjduigou mean someone else quot bondolo quot damn well welcome twitter anywho bernard well though quot tra quot
8980,0, putoutthemoon scary hun one guy left one saying quot going fuck fucking die pick phone quot
8981,4, tashalogan lol omg please follow boo boo right somehing else makes smile lol
8982,4, top model actually notww
8983,4, dugone mmmmmm thats pretty much route im going reckons
8984,0, tired sleep
8985,4, laceyschwimmer love cpk soooo yummy fun
8986,0, heading church bad hotter ever earlier
8987,4, fact cobracam episode filmed milwaukee bnd found really time sleep
8988,4, greensnakemchic hope getting better soon
8989,4, going attempt get least way mike new painting today
8990,0, long day work water cistern one cook supper
8991,4, joeymcintyre good morning joe would love waffle waffle house could get one toronto
8992,0, jazz scalp b e frustrating day
8993,0, mjgchick know kiss nice reminded actually ship susan mike actually think married katherine though
8994,0, omfg wayyyy early weekend wan na go back bed work anddd stupid french
8995,0, sonnylovato guess true friends
8996,0, tweet whole day supposed go poa tandeanne really tired h w complete
8997,0, last week marriott
8998,4, huynhtmx looool sike year maria one year
8999,0, miss shellerz today sick
9000,0, win tuna competition missing victory lunch
9001,4, getting ready go swimming soon
9002,4, sapeerstweets thnksfrthgrg coming welly ock meeting
9003,4, going back br today
9004,0, understand one thing maths help
9005,0, hollieleanne princessaymi amyleeedith go away clean house dishes come back called fairy
9006,0, grr dad nomming internets damn netflix box none left youtube videos keep ipod
9007,4, chrispirillo go porch mint juleps
9008,4, woke sun shining lovely morning
9009,0, video would yt p amp b comments today one w k fake comments ahead please flag spam
9010,4, eerm polishing handcuffs
9011,0, chumfm soon mins less cuz gottta go work
9012,4, experimenting flashlite hopefully hav apps mob end day
9013,0, jamie_ sorry much sandwich
9014,0, nothing like getting late
9015,0, brigittec lost please help find good home
9016,0, plan stay single hsc finishes seems fucking far away hmphhh
9017,0, sadly think going leave phone home charge
9018,0, caryslouise rather hot recently even fan full window opens horrible room
9019,4, monschlong thanks eclipse forgotten fuckin annoying stupid bella lol
9020,4, photography tweet soon
9021,0, smell food cant taste smells good ready soon cry failing typing
9022,0, maellability cable sucks earth core boohoo oh wells see tmr k imma let chris woo hear major cough lt
9023,4, spahlane dfx thank guys seriously way worse realized lol would fucked rescued
9024,4, snapitsmikka took picture awesome camera
9025,0, sad
9026,4, notsoshinyjules ah nothing says sandals like today
9027,4, yesterday great enjoy free daaays yay
9028,0, miss college already
9029,4, right back gon na play sims
9030,0, brendalogy like loves youuu hang honey
9031,4, cassn note self english essay pay attention class
9032,0, gooodnight
9033,4, lisaigotyou ok let mellybelly know maybe convince go lol
9034,0, trying study soo much
9035,0, codeartisan really exiting competely reentering app want every time
9036,4, pjhelliar nope understand kidding
9037,4, love waking
9038,4, kingniven yeah definite gon na need check
9039,0, got sick yesterday im still sick Ã£ Ã¢ dee swagsurfin Ã£ Ã¢
9040,4, heading cherokee free meal free gambling wish luck need
9041,4, megha intuitive intuitive online n long distance
9042,0, jgem lol mustve missed moment
9043,0, icarusmalfoy hope find cat soon gone spca posted flyers around live
9044,0, aimzsta oh lemmy
9045,4, thanks everyone took part annual bike ride norwich great time
9046,4, morning music fest today bandshell stoked see pathway providence
9047,4, trophycupcakes loved party new shop looks unbelievable wanted stowaway darling kitchen live
9048,4, ikklemee whoa great commented going check videos later
9049,0, get bed work half hour
9050,4, sultryserenasc hey girl talked forever hope everything going great
9051,0, tpittarese oh yerah honda fit excellent first car bit expensive tried refinancing
9052,0, already though w tags matter delete every comment linked back ontd lj
9053,4, phoenix_life okay
9054,0, going bed awesome waking pm suck
9055,4, finishing four papers two presentations go study two tests pool got ta love grad school haha
9056,0,
9057,0, tears miss yourhealth war today wish wasnt fishing
9058,4, hiphopjunkie played one favorites
9059,0, karafortson oh know centuriess im back bored wahh whats yo lyfee
9060,4, work surprisingly happy things considered ahhhh loveliness
9061,4, carrotcakez eating
9062,0, u sad juicymoana tip reply
9063,4, trymyself hey thanks follow
9064,4, davidarchie shiny suit cool bring like graphic tees
9065,0, ran pretzels
9066,4, xthislove hahaha isntttt shit xd shiiittt okay grandma suuure isnt lmfao lt
9067,0, calls guess everyone moms miss mine
9068,0, back real job today vaca went way fast
9069,0, wish could afford max bemis song shop
9070,4, cats
9071,4, im getting dark amp fat oh love hawaii luau amp level tonight
9072,4, think want take walk tonight maybe possible
9073,4, scarlett_ nawww thanks scar
9074,4, rsuenaga oh look youre still alive
9075,0, looked like stepfather driving car miss fb
9076,4, woth yep logan pretty much sux lol fly always go prov possible
9077,0, shane dawson going make cry
9078,4, launch dangerously beautiful
9079,0, awesome day lunch fort slacklining gibbons tour dinner sister drive home left
9080,4, market
9081,4, uploading video youtube
9082,0, ouch foot went really bad yesterday er x rays awser cant right im graduating
9083,4, yes passed
9084,4, meerasapra aravindkumar wickdweirdwitch fossiloflife dpak wickdweirdwitch fartingpen morning insomnia club upto
9085,4, jacob get better
9086,0, totally bought converse sneakers needed new sneakers mine literally falling apart laces though oh well
9087,0, ohdoctah whassup
9088,0, listening garbage still feeling icky though
9089,0, seems like vacations busier ever
9090,4, susan boyle comes nd says dreams come true
9091,0, still figureing use
9092,4, scottrmcgrew thanks sweetie
9093,4, msalien holy smacks changed avatar looks great famous graduation hat
9094,0, damn watching apprentice missed house well sky fuck
9095,4, wonder fun stuff lies store today school
9096,4, experimenting making bacon sandwhich
9097,0, lindag think might another bird read field guide invade others boxes amp crack open eggs petite birds tough
9098,0, doesnt really want go back work weeks isnt enough seems
9099,0, first even sneaker friendly event get money damn girls
9100,0, mtvindia background stretch monitors see lot blank space use one quot widescreen one quot none work
9101,4, ready new
9102,4, luryd figured much worries
9103,4, tesbihaaaaaaatt hihi cheated others playing phone
9104,0, horrible weekend thought wasant going get thank god
9105,0, worried little tobby thinks die soon
9106,0, hottsnowflake never smh flats lol
9107,4, full philadelphia rolls tempura
9108,4, added another chapter
9109,4, nrg actually admit get sooo impulsive comes shoes hihihiii
9110,0, weather beach agenda today cleaning
9111,4, download movie quot tang da xiong quot cool movie
