,Sentiment,Message
742001,0,"@jaredmaine GOOD MORNING JARED! PLEEEASE, REPLY ME! OR REPLY SOMEONE! WHY DON'T YOU REPLY ANYONE?! "
266795,0,getting ready 4 school  and its really warm outside again there nothing worse then going to school then on a reallly warm day  !!!!
481199,0,I hear thunder I don't want to go to work today 
1128760,4,@_Enigma__    they do exist...but sometimes you may not be destined to be together.
1207460,4,I love you so much it's retarded 
1303761,4,Can not wait to see new moon after that 
1278252,4,@mRdigglz lol little of both  my shop has 31 kushes on deck (most days)
128446,0,is sad that the Regina Spektor backlash has already started. studio Blue Lips does kinda suck though 
690241,0,Everyone is asleep. I'm jealous. I only got 2 hours of sleep  
49327,0,@tommcfly hey tom how did the t4 thing go please reply i would be greatful i never get a reply back  
38644,0,perfectly blind.. perfectly bliiiind. this song is stuck n my head  side note insomnia is a bitch  i got class n the morning
393433,0,"@richard4481 Ah, that's a shame Richard  Where did you buy it from? There's a lot of dodgy items around "
160121,0,@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...
1340170,4,"@tachisis ÐºÐ¾Ð½ÐµÑÐ½Ð¾, Ð¼Ð½Ðµ Ð¶Ðµ Ð¸Ð½ÑÐµÑÐµÑ?Ð½Ð¾ "
1571123,4,"I have just put up a brand new track off Inkstains exclusive to my facebook page, go listen and become a fan  http://lnk.ms/0LlJv"
987018,4,"@rhysb123 I'm following ur blog 4many months now, I don't think U mentioned that be4.Great to know. I came to photo from painting too "
1481200,4,Alalalaaa.&lt;3 I miss you mom.(: I looove Tim Lincecum.(: It's like.. rahr. 
1064054,4,@lilyroseallen can u plzz give me a shout out my names amaliamarsia thanks 
1450975,4,"Good morning to those who are up, have a wonderful sunday. G'night to the rest, pleasant dreams "
1192121,4,breakfast time 
595978,0,at work... but i don't really know why 
1147636,4,"mari&amp;chris saw karen at my grandmas on thurs.&amp;karen didnt say hi or nothing, UGH kids these days LOL. no respect at all, no respect, WORD "
912937,4,"@RonDance **Jaw Drops** **Gasp** Whatever do u mean? I'm as sweet as pie  Allow me to re-introduce myself, I'm Coach &amp; I'm a Cancer &amp; u?"
1176605,4,is house-sitting her parents place waiting for jay to come and have some coffee 
819737,4,"@MissSwitz That was great Bret, tyvm!  That's exactly what I was looking for. Your &quot;first impression&quot; so to speak. "
408531,0,will never forget to bring tennis shoes to work again. 
1399359,4,mollie's one-year-old b'day party today!!!!!!! 
265566,0,My phone is dead  I havent been able to tweet all day
11903,0,how do i twitter from my cell phone...????   i am new !!!!!!!   do i go to internet ???       help  !!!!!!!!!     thanks     
1000362,4,@jtarter  Thanks for the offer but no thanks 
39042,0,@Clairebadlose i misss youu 
799671,0,"I want to go swimming, its too damn hot!! but my pool is filthy!! blahhhh "
1138239,4,Just had dinner with @nsane8 and her entourage. What pure delight! Thank you Chica!  Mwah. (via @katjaib)=&gt; u twitted b4 u left the lot?! 
1535785,4,@DanaDynamite but she is lucky too 
1177611,4, thank yu
1265176,4,im so happy cuz im not gonna be home schooled. im gonna finish off high school yay 
602398,0,i miss Eddy  can't wait til tomorrow finally comes...
265398,0,Post conference call munchies 
1309221,4,@TroublesomeRap 
428517,0,Need Followers  Or Else Twitter Is Boring LOL Follow Me Plzzzz
1193168,4,@fudgecrumpet http://twitpic.com/69vr1 - Nice haircut! 
372855,0,i think i started getting all choked up when i heard the dad say:&quot;...my daughter&quot; ..  awwww 
366241,0,the rain is blowing me just want to cuddle 
750694,0,"At the airport, so far we didn't get seats together! "
1311589,4,my answer to that question... 80 color and 40 b&amp;w (average) probably too many... oh well 
1497103,4,@turpentine2009 thx! u too! 
526341,0,"i don't wanna spend all afternoon in a doctors office waiting room w/a pissed off 2 year old  oh well, suck it up..."
350084,0,Morning.. On my way to school then hospital.. My bff is having surgery.. 
953773,4,chillin! 
1350806,4,in orlando finally. ready to get crazy for lulu's birthday 
1189254,4,@LittleFuryBug aaah SO looking forward to this album!  I'm in love with your voice! x
759133,0,is wondering why the poker gods are punishing him so... 
1097994,4,Can't wait for 10 and 4! 
248372,0,@lilyroseallen go get an allergy test. they wipe peanut butter on you &amp; stuff. ranque-er. i'm allergic to chocolate 
178298,0,what am i gonna watch after BGT  bad times
565219,0,Read about how Abe Lincoln rose from obscurity and navigated political craziness &amp; civil war! Today I got to the part where he was shot 
942944,4,"@MyBrandedLifeTM nice steri work, even for advertising ;) spot on on brand me say. fun to b a designer on this project too i see  cute!"
1374406,4,@ShayyS hahaha thank you!!! 
1282897,4,in twelve hours me and niki will be on the road! 
1212701,4,Going to guiding on river. Fishing with beginners. Yesterday we tied simple rainbow tubes and now we are going test them! 
663163,0,"@rms70 meal was lovely,even if I was alone   I thought u were saving till honeymoon?"
636608,0,@Nattaalie ughhh i know 
679287,0,DUDE WHAT'S THE POINT OF GOING DOWNTOWN WHEN YOU'RE NOT 21...OMG....THIS 18 STUFF IS NOT POPPIN...ALL OF MY UNDERGRADUATE YEARS... 
1041201,4,@LonelyxSuicide go to fuckmylife.com..lol it'll cheer you up some 
183280,0,Flickr doesn't have enough room for all of my Sasquatch! pictures... What's a boy to do? 
881042,4,Aawh i think i lost a follower :s oh wellllll  
518513,0,"@OfficialAkaye aw, your pictures are all so cute.. i miss tour so much "
1488364,4,The Herbalife seminar was just excellent - now we're ready for a new beautiful week! 
1396018,4,Feeling sick...ate too many yummy pancakes 
344618,0,@chevas813 I have to be there at nine for a three hour class. This is my fifth semester there. 
521755,0,"So, I'm finally back at work, but it'll be a short week this week, too!  Only 3 more days to go.  Wish I was still at the beach "
1034402,4,"Sucks we lost, guess we gotta do it the hard way "
875359,4,@MaximeL thanks. How do you twitpic with a blackberry 
1105089,4,off to the range to test out the new driver 
1146673,4,@sexidance i am doing good  i has a house. how r u
99124,0,@swishathomas mmm that looks gooooood... shoulda sent some back with Y. Anal so I could pick it up 
1185155,4,Is listening to JLS on switch 
1051963,4,just bought choco frappe in starbucks. always wanted to go to starbucks and now i did! 
657484,0,"@jdarksun Mario isn't ambiguous, the pokemon (anime at least) the guys are obviously straight, the others I guess is me projecting... "
66486,0,where is my fast forward button? i seem to have lost it 
1408314,4,Can't wait for summer. 
1265414,4,@swaroopkanchi best of luck on bengaloored. i really like the plot maga 
1521171,4,i got another cool twitter script 
1234835,4,"@tommcfly let's hope you room service is better than the other day! 200th post, for you. "
793790,0,@lauraserrato @kaya781 @jesstx not trying to pop a bubble....but if I'm prego or have a baby....next year won't seem possible for us 
49105,0,Ok.... *sigh* im up now so you can terrorize me again.. 
1593163,4,@favier omg  i never thought i look like i feel. thats bad 
731747,0,Scratchy throat making me feel like shit 
710905,0,The tech guy is trying to deafen us 
1082948,4,had an amazing time on Weeds today!  That crew is awesome!  
89065,0,"Healthy Recipes and Habits: Homemade Pizza http://bit.ly/2m9PNg (via @MrHealthyFood ) tasty looking, but another premade crust "
77717,0,have some good blisters in my feet from last night  but worth the awesome night out with tha girls!!
741618,0,@Tj_pinkgurl i'd give you a big hug if i could &lt;3 (via @C00L_BEANS)  that just made me cry even more  I'm scared
1063154,4,"@AimeeRosie hehe there's 5 of us already...if you don't mind the noise, it's a great place!!!  Come on over!"
1028433,4,@iamdiddy LOVE YOU DIDDY... LOL~ 
525565,0,Awards? I didnt get any...  sooooooo boringggg...... Cant wait to culminate!!
654813,0,@BrandyMeurer I'm down for whenever. I don't have any money though. 
1106563,4,@coffee_hanjan desserts are yummy!  have fun~
177982,0,@Raadius cuz ima always late haha dammit she got me good 
713379,0,i didnt really like archer at first but im starting to like him now. still dont think they should make a 4th season of robin hood though 
1426672,4,@ahj Please come to Keele next year 
1043901,4,my ipod and listen to some taylor swift now  yup yup then i will feel much better...lol...text it 903 374 1215...sweet dreams
255739,0,Ooooooooooh in 25 hours I can finally buy stuff again! Nothing interesting though 
755913,0,"@wendi_c_thomas um yeah, you misSed it.  ~DJ~"
255431,0,am leaving the beach.  guess i'll have to work again now. blah!
536115,0,@NinasFeet sorry to hear that 
439181,0,"i wanna curl my hair, but i dont know how "
967040,4,My friends made me join twitter.. so here i am  hows everyones day so far?
1541295,4,"Finally have the chance to watch DEGRASSI, I like it "
870237,4,@cgalbraith you knows it  ?
569001,0,"Finally have nice weather, to bad it's not going to last "
768733,0,@Karina_Escobar i think i missed their live chat  i swear i keep on missing all these fun chats---
538594,0,Reds rain delay 
1580632,4,"just hanging with my best friend, jamie "
703140,0,got my old phone HOOKED (lol!) up... boo! now its running out of battery 
878556,4,new phone 
1276260,4,@mschoechlin what's your last.fm username? 
1569829,4,@MadameCrow  rubbing alchol or baby oil or nail polish remover..  lova ya lana
260735,0,284 we doing it big! with no ones help 
868375,4,@LunaJune we lost *think two* ahhhhhh! ~ JUNE! ~ we need your help! 
299121,0,http://twitpic.com/6fph6 - Do you see the sad face on the right hand side? 
623474,0,Mann. I wanna leave already!! 
770339,0,@amberlily I just tried to get in and all I got was a blank screen 
96558,0,UGH! ....I hate migraines 
787224,0,"@craff2008 Meant to record it! All I had to do is click 'record' on my laptop screen at the start. Me silly, me forget, me regret forget "
744471,0,Headed back to AZ 
627846,0,"Well I am studying, I'm very tired, and my boyfriend is coming over to take away my dog, yay "
1008002,4,"feeling like crap, this weekend: rerun of friends and satc to cheer me up "
1091562,4,@Julchens Don't say that. There are so many great thrillers!! You only have to find the right one 
1003114,4,@lilandtedsmum  it was quite loud and came from nowhere. I laughed too 
1243358,4,@fossiloflife Hmmm DM not req u can DM me the answer  Why exactly u blog?
1378599,4,"@BengoliBeauty I'm sorry, Be strong now when He needs You! You are a powerful energy !!!  I miss You too! Chat soon,  be well, good night "
659639,0,@miss_tatyy Im gooood! Aren't you coming down this summer to see everyone? Im so disappointed my trip never worked out 
391804,0,"So, the day's just begun.  Engagement Party, hanging with the bf, work til close.  Last day before the biff leaves for a week "
1369907,4,nobody thinks im serious bout my singin lol well i got sum tracks to put out...my own shit!!! seriously  hot issh!
543588,0,I won't have my serger until Monday now...    one of the loopers needs to be replaced.  I have lots of fabulous tulle and can't make tutus
174620,0,"Mobile phone check-in? Another fail! American's service came close, but crashed at the gate. I'm now 0 for 3. "
822432,4,@AnnaBanana74 sounds like a new toy by Hasbro. 
858906,4,I have now realized that @ranajune is right about everything @ranajune Tweets about. I redact all previous challenges to her authority. 
223106,0,Abracadabra... The Magic make LeBron James and the Cleveland Cavaliers disappear from the NBA Playoffs 
17360,0,jusss came back from the worst partyy of my LIFEEE ! ugh &amp; i saw ppl i didnt wanna see... im sooooo sad 
824739,4,"jammin on good ol' guitar hero III, i must say, I am mad crazzyy at it "
632935,0,@drhikaru and why am i not there to see you at LAX?!?!   
46764,0,A quick google tells me that M&amp;S closed all Canadian stores in 2000: http://bit.ly/vfNxN. Le sad 
832147,4,is at home ... bring on monday!  ... NOT hehehe
470169,0,There is nothing less ridiculous than monday morning! 
947300,4,"&quot;An apple a day keeps the doctor away.&quot; Just had one, and somehow my stomach feels better "
1142420,4,little red dress = 
456798,0,"@vonilicious the fact that i don't know what i bought him? yea, i wanted to replace the ipod that got stolen during xmas, but...w/e "
1367342,4,@tristantrakand I have lots more Nora if you want. 
105568,0,my muscles are hurtingg. 
63718,0,"12 day on twitter, and still doesnt get it ... "
897105,4,OMG! I must have the Hermes Black Crocodile Birkin bag. The waiting list is 3 years &amp;I can't wait a day longer. Anyone got connections? 
317317,0,I've hardly been tweeting recently as I seem to have been really busy. It's sad  that's all going to change though.
1067037,4,@K_May_Li many thanks  i really like the fire shots too 
1458133,4,@ranne18 hello  not much just finding stuff to put on here  how are you?
263623,0,has to go to the ortho. tomorrow 
608096,0,Busy at work and not really following the game 
1549301,4,Getting Guitar Hero Smash Hits tomorrow!  Debating on if I should post sightreads or not.
795820,0,wish work was busier  dang economy ...
280011,0,@SouthernCharm  I think that might one of the reasons that she lost!  
441667,0,revising for exams 
495301,0,at MCO crew lounge waiting to take the plane out to White Plains then limo back to JFK &amp; I'm done. Only 1day off though b4 another 4 day 
611872,0,Dying foe a dance class 
583164,0,@kizat That doesn't sound good.  What are the steroids for?
195080,0,No Jay Leno from now on in the Tonight Show. Am so sad. 
1305227,4,whoa baby..just bought the sims 3! yeahh! 
1027225,4,@BoriMischief I think that u should add 'yumazing' to the dictionary 
1408418,4,@MariaLKanellis I hope you had/ have a good flight.  I did a productive tribute today  Jay â¥
1366061,4,@serenevistas I learned not to go into the woods and hide from that man 
1074040,4,Fabulous dinner with old coworkers. What not to wear with the mom 
1249103,4,@ncruz good lord man!!! are you still alive ? 
1296215,4,Ready to fall a sleep in the sun 
814542,4,@samantharonson Hey. What's up?  x
910645,4,"@LeesonDoyle Haha, AWESOME! And, clearly, only Trinity is awesome enough to have access to it! "
484463,0,"fml! F-club does not stand for fight club, it stands for fail club. "
1123047,4,@tommcfly i like when you play the bass 
210359,0,Parents-in-Law should NOT talk about 'Spanking the Monkey' at dinner... or EVER!! I feel tainted 
1397576,4,Pleasure to have good response frm my fam. Thats my present for you mom. Happy 45th 
424839,0,@abbybarker Actually it's gone really still and gloriously sunny now... eye of the storm? 
1056059,4,"goodmorning world!! long day of work ahead, but grateful to have a job! "
601571,0,"@vertigowooyay Oooooooooooh. And you know how much I love vampire stuff. Don't think we have you on our package anymore, though "
834202,4,Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!   
1204860,4,Aww! Zack &amp; Vanessa are so cute together. 
218586,0,"Diddy has always cared about himself only, never gave a damn about none of his artists. That's why I will NEVER follow @Iamdiddy  Sorry.."
1525811,4,@dhinilestari 105 senior high  glad to know u too
279547,0,@mitchelmusso is it the last of hannah montana :O Nooo  lol
1205543,4,@thesachambers Be grateful for what is given to you in life LMAO 
715657,0,@BiggBoyee  no meat defrosted. dam! we lets go on a search thru the pantry
198838,0,"@clarianne don't worry Anne, so am I "
1382407,4,"BBQ was great, thanks Dave and Tom  Time for a fort and cider today *thumbs up*"
131423,0,all my family science exams = done. now for italian at 1:30 tomorrow :-/ i'd much rather have it at 8am or 1030am 
92986,0,@nicolemarie72  Eh it's a commercial holiday to sell cards &amp; flowers better they tell you on a day they don't &quot;have&quot; to.
1510452,4,"I'm BACK!!! What a relaxing week-end, managed not to think any work-related things  Didn't sleep very much though, but I'll live..."
728250,0,Did I really juat give my 4lb. pup a shower?? Came home to pooop in the crate and allll over her! I feel awfullll 
1063191,4,http://twitpic.com/67ifq - GILMORE GIRLS! Best show. Stoked for the new season. 
307436,0,@stephentotilo Also (sorry for 2!) will it be on NOT terrible Canada banned MTV video this time? I couldn't watch last battle... 
752561,0,@amethystirene; i agree 
1080632,4,Shouldn't I be sleeping 9 hours before a race? 
978420,4,"@duciaestherine hihi okay, soalnya aku takut dia tunggu2in hihi.  thank you so much princess Duce cantik "
1177840,4,"I'm in Frankenmuth, and I'm pretty sure you're not. "
229052,0,she [m]ust be sleep . 
1319833,4,"Thank you myer stocktake sale... a necklace, a bracelet, a jumper, a tshirt, a skirt and sunglasses all for just over 100 bucks!! "
899807,4,@antonquiray dude I wanted to be an astronaut!! I even went to space camp and all 
185185,0,soo many assessment so little time !! 
1000527,4,@1indienation oh me first.. you workout hottie 
102196,0,Pulled an all nighter  roughhh..
1052026,4,@epiphanygirl hey doll ! can you give @tx_girl the tix for the dallas show tonight?she would really appreciate it 
1369592,4,"@kelligillis Thank you so much for following us. As one of the first couple followers, your support is incredibly appreciated "
719556,0,I'm hungry :/ I think I'm going to have cereal again but I don't know if we have milk 
442639,0,"@girlwithfringe Crap, tbh. "
313224,0,Didn't win at the horses last night  but had a great time. Weather is great here at the moment.
1210587,4,@shutupmeg haha nice 
590730,0,We watched 7 episodes of Entourage... 5 more to go 
922277,4,Elizabeth is freakin' awesome!!! She's following me now! 
756637,0,almost done exams .. one more to go ... 
355867,0,I'm so worried. It takes almost an hour to make 1 box. That's 36 hours..... I'm gonna go cry now... 
1588909,4,My room is too hot! ALWAYS! I had a well good lie in today 
26702,0,@CRSete Why Arn't You Playing Today?  x
1372426,4,"what a beaytiful day today, cleaned and waxed my little car  she needed it badly!"
1017646,4,it was fun @OrientalLilly 
900340,4,I'm excited for the things for Jay's room to arrive 
341664,0,@LorenaTheMaker Hei there Bill Maker... I gotta say u're very creepy looking.... so Pale... 
1355800,4,"@TiaMowry Hey, Tia. I'm the one who just interviewed you for BET. Great speaking with you! You're such a sweetheart. "
1272320,4,@tjt72 I totally agree 
853275,4,@staceyisrad kudos to you for @ replying yourself! you must be pretty freakin' awesome! 
1412476,4,i love it  #Towerkop Grape Juice     http://bit.ly/1KrKE
1090701,4,Richie Hawting today @ Inbox. I cant wait 
327057,0,@brenda_song i feel like a dork too 
817696,4,@brookieballet no prob  and yeah..got my wisdom teeth out yesterday but i'm feeling pretty good today 
797812,0,"just had a magnum temptation chocolate, overrated...  will stick to G&amp;T now on..."
320850,0,"one more day of meetings until no meeting day, already full of meetings "
1342458,4,had lots of fun in music  IM DOING A SINGING GRADE i feel good saw tom 
691751,0,is pa add nmn me as friend  http://plurk.com/p/12fpk6
828116,4,"@lesleyt hmmm trying to explain the theory of relativity to a child, good luck with that "
1437650,4,Cleaned for quite a few hours. 24 Hubert is now sparkling and smells lovely! 
252612,0,Omg a baby shitz zut passed out cuz of his reaction to his shot  poor baby
1519224,4,melbourne on thursday! syyyyke 
701505,0,@ddlovato i'm sick and home alone plese talk to me  Plese Dem I'm From p.r.
1421935,4,@Kerry1487 oops that should have been 'wear' dresses 
839656,4,@ work... Very busy and happy to see an old school friend 
688296,0,"Managed Bodypump with my purple toe but no BodyAttack  it was a 5.5 mile run on Thursday, just checked it in the car"
392942,0,@TwilightFan506 Lol. I know  Its a good one though! lol
1267427,4,i like how their in costa rica 
1201097,4,@adamayers Told you it was a good movie  Kept me guessing until the end
954828,4,and the cure. ah to be young again 
1544004,4,Dad is out and all good. Thanks everyone for all the get wells 
70122,0,@djorris I know......even melissa 2  were obviously not special enough 2 get invited
21246,0,I have a constant pain round side and back of my ribs with a rash on my left rib. Help 
1440396,4,saving up for true's. 
1322402,4,finally done the review... waiting on feedback..  i am actually really nervous... :|
1227961,4,"@SongWriterToBe Great, thanks, and you? "
123067,0,@ddlovato but what happens when the friend that you needed is moving across country and the summer was the only time you had to sed her? 
903354,4,"@fallenstar_ Oh ok then, I've been there before for a wedding. It was heaps nice there. I'm a big fan of Qld "
1111923,4,@kktspecial i love it i love it i love you too 
763768,0,"OUCH!! Burnt my knuckle on the frikkin oven!! Boo hoo, sob sob "
475717,0,AND I'm so aggravated...I left my damn power cord to my laptop.  so I can't work...sux for me...but HOT for twitter. i'll be here all day
471443,0,Was disturbed by the Supernatural episode last night  What has happened to Sam &amp; Dean?? 
714199,0,Enjoying Marv Wolfman's new VIGILANTE series immensely. Sales figures though would imply it's unlikely to last past a year. 
1586607,4,@a_c81 ROFL!! I really liked the video of an interview she did with Amanda years ago. the two of them together is like kerosene on a fire 
309530,0,no one is signing up to come talk?  the lighting on this webcam sucks anyway...http://bit.ly/CZHD8
445222,0,@snw that means i've gotta go into TS3 and change the top  nah Plumbbob will do 
1109248,4,spending my weekend up north 
313117,0,@Myuze Got one too  
1532811,4,"@lynster09 yes, we're meeting at the main train station, at 11. "
400735,0,"@iStuhler It's true. I just checked. Their account has been suspended, stripped of its picture, the whole nine yards. "
1448859,4,@Sinareet yup!  hot and humid bahrain.. how's jordan?
1284678,4,"@11394607 Yes, we can take CWTS from other colleges "
476970,0,Ear infection 
450337,0,Bugger me..forgot my allergy meds in Central Saanich but good thing I remembered the licorice! Ow my congestion 
1157494,4,@nicfinno go on then report back 
1323919,4,Hmmm I dont really do enough 2 actually hav a twitter acc but boredom can make you do strange things. So hi to me  And a twitter I will!
1282129,4,@cameraboy56  It's hot and sunny!!!!! WOOHOOOOOOO!!!! Having a nice iced coffee to give me that morning kick! 
1003855,4,@Lesnoy_chelovek ??? ?? ? ??? ?? ???????  ? ??? ?? ?????? - ?? ???????? ? ?????????? ????? ? ??????????? ??? ??????? ? ?????????.
1389434,4,DoNT KNoW YoU BuT i'D LiKe To Ms. @Ivryblak 
8066,0,I feel worn out and it's only Tuesday 
1448158,4,@MistressLorelei I like to believe that low lieing things will just move for me......  
1417900,4,"@DaveJMatthews loving the new album Dave  The artwork is great to look at. Shake Me, Lying, and Time Bomb are my favs "
879768,4,@highpriestess  hope the shirt fits well on you! post a pic!!!! 
1154165,4,@parlai just tweet about anything!!!! you'll get to 400 soon enough 
94739,0,"Ugh.  Apparently I remote accessed my home computers too much, now the internet is all gone.  "
1375737,4,"@a_simple_girl Camping! We can build a fire, tell scary stories, braid our hair, and sing kumbaya! Yay! *bounces up and down* "
212523,0,"didnt go to the beach because had to get the cell data package covered, 2 hours later "
789032,0,@LovelyLollyB @ZozeeBo @he1e are you getting nasty comments? 
132404,0,"@christinajade thanks!  I wish I could sell them, but it's a copyright infringement   sometimes it's good to own ur own heatpress "
1093951,4,@aussiemcflyfan Hi  I'm here. lol
5283,0,and here  http://twitpic.com/2yaxf
1068305,4,@freddurst They keep it just out of our reach.  It builds character. You must choose the combination.   
1384143,4,"@DNEZTHATSME lol sorry sorry sorry, I have horrible ADD &amp; a skitzo  memory  I won't forget now... pinky swear"
511414,0,Good morning!Just had breakfast and now I'm studying 
456460,0,i want nobody nobody but you!  i miss johnny. 
1145608,4,http://twitpic.com/6bcv3 - This is better.  Aww Ryro.
358990,0,@Riicardiin  como sea es groseria 
1436790,4,@NileyAddict155 uh.. what can we get from that shout out stuff? hehe just wanna ask if u don't mind 
266827,0,"@Taylorgotbeats I know  sorry, ermm nah nothing new except the weathers warming up over here lol; i just really need to get mre organized"
1027493,4,@KimShahan: I'm still up 2... Who needs sleep anyways  
897340,4,@chef69  I like old fashion &quot;home cooking&quot; too .... grandma's food  
1537594,4,"@kahhongtay Well, come on. You can dream who you are ! You Can Do It! "
897838,4,I cannot tell u because then it will become too real and i will have 2 stop lying 2 myself.Not to be mistaken as sadness im very content 
521030,0,is finding it hard getting into the world of twitter 
599929,0,Wish I was off to assen  would gladly ride there. I'll just mope instead methinks and watch it on eurosport.
1073133,4,is listening to danity kane and reading 
1203441,4,On my way to my daaaddss 
1419505,4,"@Emi_xoxo hmmm about the cinema, I think leave it for the 12th, but the 17th with Callam should be fine. "
425623,0,@amberlily You might as well.  There'll be plenty of cam/edit time tomorrow!   on the other hand am still slammin' red bull.    Lotsa work
22536,0,"A member of our choir passed away yesterday. I visited him in the hospital Thurs, he looked fantastic. Death came anyway. "
117248,0,Watching rap battles on Mtv 2.....work in 2hrs 
59909,0,"Says yeah, self-proclaimed writer-types are SO full of themselves.  http://plurk.com/p/rj3wt"
465895,0,eff slept the day away. I feel like I have glandular fever again 
945006,4,"I got my first phone call from my ad!  But they were looking for Boudoir and I don't do that...well not yet.  Just babies,families,pets "
832592,4,http://twitpic.com/3laca -   miley is soo cool
1224357,4,cali in five days 
931138,4,"@sohyunna: town to see him one more time :/ But I'll be there tomorrow, so let's talk after class "
1329115,4,"@UR_AY_GAS Thanks! If the poay was right and I had a fairly solid client base, I'd seriously consider it! Honestly, I enjoyed doing it "
1266913,4,@hopeinhell Er...we all have breasts.  Just some are bigger than others 
1577490,4,@cometbus thanks for response. Yes indeed! I figured out that CURLOPT_NOBODY was responsible through trial and error and lots of coffee 
423430,0,I'm so upset. I took a benadryl an hour ago and it has yet to kick in. 
480334,0,@SoulSwitchNic Sucks dude   Is anyone else coming up?
1077034,4,@bwestmusic dat would be nice papa 
327966,0,ai que saudade do twitter 
1093332,4,watch the movie guys.... 
318393,0,@Saraahhhh lmao. I ran out of texts on my contract 
866360,4,Wolverine was awesome  Hugh Jackman is so sexy O.O   I love X-men
253964,0,@XChadballX oh no i missed you in englaaaand  BOOOO.
784442,0,I want a Chihuhua soooo bad  Morning al btw xoxo
329111,0,--@followtajh ...u be acting mad prada cuz u hang wit them pretty boys 
1450978,4,@McGiff good luck 
805219,4,"@deathwarmedover 'Trying to find the tickets you're talking about. Probably failing, sorry' - at least they know "
39125,0,AAAAAAARRRRRRGGGGGGGGHHHHHHHHH!!!!!!!! Blip is down 4 maintenance 
190603,0,Feeling a little off-colour today. 
933038,4,"@mileycyrus miley I love ya,,you're my inspiration I love u so much...From venezuela "
1212126,4,@officialcharice voted for you.  Hooray. XD Are ya voting for yourself ? XD
587671,0,@mulvihill12 It's true... Cam gets so annoyed with me though... and I don't even think he knows I'm running the Thunder 
670861,0,"something horrible , "
1253881,4,@kennethwhalum Your profile pics looks like your running for President 2016 (2012 cuz we want Obama for two terms) 
1103357,4,@Clostar14 afternoon! How's revision going? 
1503653,4,LOL... I just realized how this works! No i haven't seen HAIR...... I would love to see it someday... 
1067391,4,Having dinner w/ my girls @ Bonefish Grill! 
389114,0,nothing special 
524698,0,Eb. Player's guide out today. My amazon order hasn't left the warehouse yet.  friday at earliest.  #dnd
1226777,4,@pinkwouldbenice yes of course with the sun  who else? =D
961530,4,@blueberry_cream I guess dealing with a flat tire now is better than on the way to work tomorrow even if it is my anniversary 
1456935,4,is thinking the Summertime ball gig may be a little damp l8r-wellies it is 
203124,0,@MissSweetyD Too bad Hey Girl didnt make it 
736346,0,ughhh. why cant school just fucking end already? thankgod we only have a few more days. i dislike people there and dont enjoy seeing them 
1450250,4,cant wait til 2mar 
1252976,4,wakey wakey 
1179238,4,"Learn japanese, 4th lesson of the &quot;Let's Learn Japanese&quot; Japan Foundation lessons "
228934,0,@SOCguitar11 I don't wanna talk about it 
63318,0,@dj_scottie So one speaker never recovered lol fack! so the Plate was crazy packed? dammit it I ALWAYS miss the good nights! Oh well... 
179558,0,@katevoegele I wish you weren't going to a 19+ venue in Vancouver 
808164,4,@honeybeezes lol i have the swimming song from Scamper stuck in my head 
1390611,4,"freeeeeeeeeeeeezing! this afternoon, im scared but tonite &amp; tomorrow should be wickedd "
212169,0,Perkin's Cook interpreted request for crisp hashbrowns to mean burned.  Wife's meal got a cold waiting for my chicken melt to to finish. 
800055,4,"Morning Tweetland, a long day ahead! Hope everyone has a great day  "
901661,4,@mkasper22 Thank you 
1076156,4,"@_theebombshell -- yeah, thank ya kindly! "
461328,0,"Yeah, I started it but my internet crashed so I couldn't finish it. "
793915,0,"Humid day here in Philly, I'm getting on my Harley, then I need to do laundry.     lol   ---vEx"
1515388,4,S is eating her brek peach and plumbs  yes I may be late 8-) come and get me 
357321,0,"Oh Jersey, why does no one (JoBros ) come here "
1468341,4,"@HeartMileyCyrus omgosh, that's awesome. i know how to speak indonesian "
1283234,4,@JoyAndLife I know I really liked this one.  #leadership
732757,0,@KreedKafer do you know how much i hate mint? hint: it's a lot.  minties are my mortal enemy.
265213,0,"I'm gettin sleepy...Damn, tomorrow is monday huh?  gotta wake up super early...Talk 2 ya'll tomorrow. Goodnight my tweets!!!"
1188795,4,"From the moment I got up today (with raging post wedding hangover), all I have wanted to do was go back to bed. I am finally in bed "
341586,0,http://twitpic.com/6ivue - Poor soggy candy. It never stood a chance. 
476252,0,Whyyyy is it sooo bright at 6:30 in the morning??? Can't sleeep 
455982,0,@SwaggMissez me too 
451011,0,"Oh, and it runs hot. "
93888,0,"Well, off goes the beard it seems. "
322957,0,wirking on website again... but i have to take care of my exam 
724568,0,Honestly I feel left out not having watched 'Hangover'.  Allll goooood... I'm watching it in the next couple of days.
768699,0,@pipercarter wish i could make it   I have a previous commitment  this evening.. next week..
314611,0,"sings a song for him, missing him so much "
1148920,4,i had such a great day today with my amazing boyfriend 
1205811,4,smoking it up at friends.  @makedamn_sure @boy_soldier @smilemegsss @stevesics @starswitstraps  Good times
726331,0,Poop. The cut on my head opened up and now my heads bleeding really bad again 
793328,0,What awful punishment as soon as I got the all stools sold out page Circus came on the radio.  Sold out in freakin 3 Mins!
813600,4,"@nissanicole LOL, I just said the same thing "
225864,0,Cant Cum  http://tinyurl.com/lnjhy3
352949,0,i HATE banquets. 
